text,label
"Bank alert: account access limited hai. Restore karne ke liye login kare",1
"Prize reward dispatch pending hai. Confirmation complete kare",1
"Electricity dues pending hain. Immediate settlement required",1
"KYC mismatch found. Correct details upload kare",1
"Aadhaar-bank link error mila hai. Resolve today",1
"UPI transfer facility disabled hai. Verification zaroori hai",1
"Credit reward points cash me convert karne ke liye click kare",1
"Banking services suspend hone wali hain. KYC kare",1
"PAN-Aadhaar compliance incomplete hai. Update immediately",1
"Lottery claim amount ready hai. Registration kare",1
"UPI account risk flag me hai. Verify identity now",1
"Electricity payment overdue hai. Supply disconnect ho sakti hai",1
"Bank account dormant hai. Activate karne ke liye secure link use kare",1
"Aadhaar authentication failed. Retry verification",1
"Recharge offer winner selected. Reward collect kare",1
"KYC resubmission required due to invalid documents",1
"UPI ID deactivate alert. Reactivation pending",1
"Bank notice: mobile banking band ho sakti hai. Verify details",1
"PAN update compulsory hai. Delay par account restricted hoga",1
"Cash reward release ke liye OTP confirm kare",1
"Electricity board complaint notice. Bill clear kare",1
"Aadhaar verification timeout hua hai. Re-authenticate kare",1
"Bank security review pending hai. Continue karne ke liye login kare",1
"UPI services locked hain. Unlock process complete kare",1
"Prize transfer pending hai. Bank details verify kare",1
"KYC status failed. Re-upload documents",1
"Recharge bonus eligible user. Claim before expiry",1
"Account suspension warning. Verification complete kare",1
"PAN card inactive status detect hua hai",1
"Aadhaar link update required for banking access",1
"UPI account blocked due to incomplete KYC",1
"Bank account freeze notice. Immediate action required",1
"Electricity disconnect request generated due to unpaid bill",1
"Reward voucher worth Rs 5000 available hai",1
"KYC deadline cross ho gayi hai. Update now",1
"UPI handle verification pending. Login kare",1
"Banking profile incomplete hai. Details confirm kare",1
"Aadhaar details mismatch detect hua hai",1
"PAN verification due hai. Click secure portal",1
"Prize amount hold par hai. Claim process complete kare",1
"Recharge cashback waiting hai. Verify account",1
"UPI PIN validation required. Continue services now",1
"Electricity account flagged for non-payment",1
"Bank KYC audit pending hai. Resolve today",1
"Aadhaar se account mapping incomplete hai",1
"Lottery winner notification. Reward receive kare",1
"PAN update request pending approval me hai",1
"UPI user verification incomplete hai",1
"Bank alert: unauthorized access attempt detect hua hai",1
"Recharge reward activation required",1
"KYC correction form submit kare warna account band hoga",1
"Electricity bill reminder final stage par hai",1
"Aadhaar document expired show ho raha hai",1
"Cash prize approval mil gaya hai. Register now",1
"UPI account access revoke hone wala hai",1
"Bank account verification mandatory hai",1
"PAN card compliance pending hai",1
"Reward transfer initiate karne ke liye click kare",1
"Electricity board legal notice generated hai",1
"KYC incomplete hone ke karan account restricted hai",1
"UPI profile verification failure detect hua hai",1
"Aadhaar update urgent hai. Services affected ho sakti hain",1
"Bank security patch ke liye login kare",1
"Prize redemption available hai. Confirm identity",1
"Recharge scheme winner bane hain. Claim kare",1
"PAN-Aadhaar validation required immediately",1
"UPI wallet temporarily disabled hai",1
"Electricity service closure request process me hai",1
"Bank account recovery ke liye OTP verify kare",1
"Aadhaar linking final reminder hai",1
"KYC approval pending. Action required",1
"Reward cash credit ke liye details update kare",1
"UPI registration issue detect hua hai",1
"PAN verification reopen hua hai. Complete kare",1
"Bank account hold remove karne ke liye click kare",1
"Electricity bill payment failed. Retry now",1
"Aadhaar authentication review pending hai",1
"Prize winner list me aapka naam select hua hai",1
"Your OTP for sign in is 483105. Valid for 5 minutes.",0
"Rs 1,850 credited to your account. Updated balance available.",0
"Recharge of Rs 399 completed successfully.",0
"UPI payment successful for Rs 275.",0
"Your parcel has been dispatched and is on the way.",0
"Train ticket confirmed. Check journey details.",0
"OTP 718294 generated for verification.",0
"Salary has been credited to your account.",0
"Debit card transaction of Rs 649 completed.",0
"Electricity bill payment received successfully.",0
"Your current account balance has been updated.",0
"Recharge successful. Plan benefits are active.",0
"Payment of Rs 999 has been processed.",0
"Courier is out for delivery.",0
"Bus ticket booking confirmed.",0
"OTP 641983 is your login code.",0
"Rs 450 transferred successfully via UPI.",0
"Credit card payment received.",0
"Order delivered successfully.",0
"FASTag recharge completed.",0
"OTP 329571 is valid for authentication.",0
"Amount debited for online purchase.",0
"Recharge activated with 28 days validity.",0
"Payment confirmation: transaction successful.",0
"Shipment reached the local hub.",0
"Flight booking confirmed.",0
"OTP 284615 generated for secure access.",0
"Rs 6,200 credited to your account.",0
"EMI payment processed successfully.",0
"Order packed and ready for dispatch.",0
"Reservation confirmed for your travel.",0
"OTP 975321 is your one-time password.",0
"Cashback has been credited.",0
"Recharge request completed successfully.",0
"UPI payment completed. Reference generated.",0
"Package delivered to recipient.",0
"Movie ticket booked successfully.",0
"OTP 532864 generated for login.",0
"Wallet loaded with Rs 700.",0
"Insurance premium payment successful.",0
"Package will arrive tomorrow.",0
"Rail ticket confirmed.",0
"OTP 896153 valid for verification.",0
"Bank transfer successful.",0
"Recharge completed. Enjoy your plan.",0
"Payment of Rs 1,299 received.",0
"Courier delivered successfully.",0
"Hotel booking confirmed.",0
"OTP 163782 generated for authentication.",0
"Rs 15,000 deposited into your account.",0
"Loan installment received.",0
"Order dispatched successfully.",0
"Flight check-in is now open.",0
"OTP 752418 is your verification code.",0
"UPI collect request paid.",0
"Wallet recharge successful.",0
"Shipment delivered.",0
"Bus reservation confirmed.",0
"OTP 481629 generated for account access.",0
"Funds credited successfully.",0
"Recharge successful with updated validity.",0
"Payment received and recorded.",0
"Shipment left the sorting center.",0
"Travel ticket issued successfully.",0
"OTP 608341 is confidential.",0
"Rs 2,480 debited for utility payment.",0
"Card transaction approved.",0
"Order delivered. Thank you.",0
"FASTag balance updated after recharge.",0
"OTP 374925 generated for verification.",0
"Bank account credited.",0
"Recharge processed successfully.",0
"Payment completed and receipt generated.",0
"Courier arriving today.",0
"Journey booking confirmed.",0
"OTP 851467 valid for login.",0
"UPI transfer successful.",0
"Bill payment completed successfully.",0
"Order shipped with tracking enabled.",0
"Flight reservation successful.",0
"OTP 694812 is your secure code.",0
"Rs 3,900 credited to your savings account.",0
"Subscription renewed successfully.",0
"Package delivered and closed.",0
"Train seat confirmed.",0
"OTP 247698 generated for authentication.",0
"Account debited successfully.",0
"Recharge activated successfully.",0
"Payment confirmed.",0
"Shipment expected this evening.",0
"Bus booking completed.",0
"OTP 519763 valid for access.",0
"Funds added successfully.",0
"Utility bill paid.",0
"Order is out for delivery.",0
"Flight booking processed.",0
"OTP 386145 is your one-time login password.",0
"UPI transaction successful and recorded.",0
"Package delivered to your address.",0
"Account credited. Transaction complete.",0
"Recharge completed and benefits updated.",0
"Payment received successfully.",0
"Your OTP for verification is 912584. Do not share.",0
"Sirf 2 ghante bache hain! Aapka KYC abhi tak verify nahi hua. Jaldi se link kholkar update kare warna account ruk jayega",1
"Namaste customer, UPI seva rok di gayi hai. Chalu karne ke liye OTP verify kare aur form submit kare",1
"Bijli vibhag se suchna: Aaj raat 9 baje tak payment nahi hua to light disconnect kar di jayegi",1
"Aapka naam Mega Prize List me select hua hai. Rs 85,000 pane ke liye registration link use kare",1
"PAN details purani hain. Naye PAN data upload kare nahi to transaction rok diye jayenge",1
"Aadhaar verification adhura hai. Bank account secure rakhne ke liye abhi confirm kare",1
"UPI handle validation fail hua. Dubara activate karne ke liye login kare",1
"Bank taraf se final warning: KYC pending hone ki wajah se account lock ho sakta hai",1
"Recharge reward aapke liye reserve hai. Claim button dabakar reward unlock kare",1
"Aapka ATM access temporarily band hai. OTP verify karke restart kare",1
"Tax refund release ho gaya hai. Refund receive karne ke liye bank details update kare",1
"UPI profile par security issue mila hai. Verification complete kare",1
"Bijli account red zone me chala gaya hai. Bill settle karne ke liye link open kare",1
"Cash Jeeto Offer me aap winner bane hain. Reward transfer ke liye details bhare",1
"KYC status rejected dikh raha hai. Fresh verification complete kare",1
"Bank server audit ke dauran aapka account flagged hua hai. Confirm identity",1
"Aadhaar record mismatch mila hai. Correction karne ke liye click kare",1
"Reward wallet me Rs 6500 hold par hai. Claim process shuru kare",1
"UPI registration incomplete dikh raha hai. Service continue karne ke liye verify kare",1
"Bank account se mobile number unlink ho gaya hai. Relink karne ke liye login kare",1
"Special cashback draw me aap eligible hue hain. Amount unlock kare",1
"Account verification pending hai. Aaj hi complete kare warna access rok diya jayega",1
"Bijli bill overdue list me aapka naam aa gaya hai. Immediate action le",1
"Congratulations! Government subsidy reward approve hua hai. Claim kare",1
"UPI transfer rights temporarily disable hain. Verification zaroori hai",1
"PAN card review complete nahi hua. Account facilities band ho sakti hain",1
"Aadhaar seeding process fail hua. Retry verification now",1
"Banking profile update karna compulsory hai. Secure link follow kare",1
"Recharge lucky customer reward available hai. Collection pending hai",1
"KYC record expire ho gaya hai. Fresh documents upload kare",1
"UPI account under investigation hai. Ownership verify kare",1
"Bijli connection closure request generate ho gayi hai. Payment kare",1
"Prize payout queue me aapka naam hai. Final approval ke liye click kare",1
"Bank access limited mode me chala gaya hai. Full access restore kare",1
"Aadhaar linking report incomplete mili hai. Resolve immediately",1
"PAN validation fail hua hai. Recheck aur submit kare",1
"Reward redemption window sirf aaj ke liye open hai",1
"UPI service renewal pending hai. Continue karne ke liye login kare",1
"Bank security token expire ho gaya hai. Naya token activate kare",1
"Recharge bonus transfer ready hai. Verification required",1
"Account audit ke dauran KYC issue mila hai. Correct details bhare",1
"Electricity dues record update nahi hua. Re-payment verify kare",1
"Aap lucky digital reward winner hain. Amount collect kare",1
"Aadhaar verification code expire hone wala hai. Confirm now",1
"UPI wallet access revoke hone ki process me hai. Stop karne ke liye verify kare",1
"Bank se urgent message: account compliance pending hai",1
"PAN-Aadhaar sync error mila hai. Correct karna zaroori hai",1
"Cash reward dispatch hold par hai. Account verify kare",1
"KYC reactivation request approve hui hai. Final step complete kare",1
"Bijli bill system me unpaid show ho raha hai. Resolve now",1
"UPI account ko blacklist se remove karne ke liye login kare",1
"Bank profile freeze hone wali hai. Immediate action le",1
"Aadhaar update request incomplete chhodi gayi hai. Resume kare",1
"Reward coupon ko cash me convert karne ka mauka hai",1
"PAN compliance check fail hua hai. Verify identity",1
"Recharge campaign reward pending collection me hai",1
"UPI profile restricted access par chal rahi hai. Unlock kare",1
"Account safeguard update pending hai. Continue karne ke liye click kare",1
"Electricity account suspension notice issue hua hai",1
"Lottery bonus amount aapke liye reserve hai. Claim kare",1
"Aadhaar verification ke bina benefits rok diye jayenge",1
"Banking KYC queue me aapka application atka hua hai",1
"UPI registration approval complete karne ke liye OTP dale",1
"Reward transfer request receive hui hai. Confirm beneficiary",1
"PAN verification re-open hua hai. Aaj hi complete kare",1
"Recharge incentive expire hone wala hai. Activate kare",1
"Bank account ko secure mode me lane ke liye verify kare",1
"Bijli vibhag complaint case close karne ke liye payment kare",1
"UPI access rights expire ho gaye hain. Renew kare",1
"Aadhaar document validation pending hai",1
"Prize allocation list update hui hai. Apna reward check kare",1
"KYC verification chain break hui hai. Resume process",1
"Bank services ko continue rakhne ke liye compliance complete kare",1
"Recharge cashback file approve ho gayi hai. Collect kare",1
"UPI fraud protection ke liye account verify kare",1
"Electricity dues alert level high ho gaya hai",1
"Aadhaar mapping remove ho gayi hai. Dubara link kare",1
"PAN card issue detect hua hai. Action required",1
"Reward transfer authorization pending hai",1
"Account restriction hatane ke liye OTP confirm kare",1
"UPI account renewal successful nahi hua. Retry kare",1
"Bank profile information outdated hai. Refresh details",1
"Bijli service termination list me aapka account add hua hai",1
"Cash reward verification step baki hai. Complete kare",1
"KYC verification ticket pending closure me hai",1
"UPI handle owner confirmation required hai",1
"Aadhaar validation session incomplete raha hai",1
"Bank identity confirmation ke bina account limit ho jayega",1
"PAN details cross-check nahi ho paayi. Re-submit kare",1
"Reward disbursement pending hai. Eligibility verify kare",1
"Recharge offer winner notice: claim before midnight",1
"Electricity account overdue category me shift ho gaya hai",1
"UPI onboarding process incomplete hai. Finish registration",1
"Bank compliance deadline aaj hai. Delay mat kare",1
"Aadhaar-bank sync pending hone se service impact ho sakta hai",1
"Your OTP is 148632 for mobile login. Please do not share it.",0
"INR 2,140 credited to your account. Available balance updated.",0
"Recharge of INR 155 completed. Validity and data benefits activated.",0
"UPI transaction successful. Amount transferred to beneficiary.",0
"Your shipment has left the origin facility and is in transit.",0
"Rail ticket confirmed. Coach and seat details are available.",0
"OTP 671845 generated for password reset request.",0
"Monthly salary has been deposited into your registered account.",0
"Card payment approved at merchant location.",0
"Electricity bill payment acknowledged successfully.",0
"Account balance has been refreshed after the latest transaction.",0
"Mobile pack activated successfully on your number.",0
"Payment received for order reference 54821.",0
"Delivery partner has picked up your package.",0
"Bus travel reservation confirmed successfully.",0
"OTP 953218 is required to complete verification.",0
"Funds transferred through UPI successfully.",0
"Credit card dues received. No outstanding amount pending.",0
"Order delivered and marked complete.",0
"FASTag wallet updated after recharge.",0
"OTP 214769 generated for secure authentication.",0
"Purchase amount deducted from your account successfully.",0
"Recharge request accepted and processed.",0
"Payment completed. Thank you for your transaction.",0
"Package arrived at destination city sorting center.",0
"Flight itinerary issued successfully.",0
"OTP 486291 is valid for account access.",0
"Deposit of INR 8,500 received in your account.",0
"EMI installment posted successfully.",0
"Order packed and handed to courier partner.",0
"Travel booking confirmed and ticket issued.",0
"OTP 782154 generated for sign in.",0
"Cashback amount added to your wallet.",0
"Recharge activated without interruption.",0
"UPI reference number generated for your payment.",0
"Parcel delivered safely to recipient.",0
"Cinema ticket booked for selected showtime.",0
"OTP 165492 generated for validation.",0
"Wallet top-up completed successfully.",0
"Insurance renewal payment processed.",0
"Shipment expected to reach tomorrow.",0
"Train reservation chart prepared and seat confirmed.",0
"OTP 538271 generated for security verification.",0
"Funds transfer completed successfully.",0
"Recharge benefits are now active.",0
"Payment of INR 3,450 processed.",0
"Courier status updated: delivered.",0
"Hotel reservation voucher generated.",0
"OTP 624813 is your verification code.",0
"Account credited with incoming transfer.",0
"Loan repayment installment received.",0
"Order dispatched from fulfillment center.",0
"Flight web check-in reminder sent.",0
"OTP 915267 generated for identity confirmation.",0
"UPI collect request paid successfully.",0
"Wallet balance increased after successful load.",0
"Package received by consignee.",0
"Bus boarding pass generated.",0
"OTP 351624 generated for secure login.",0
"Funds added to account successfully.",0
"Recharge completed and reflected in account.",0
"Payment accepted and receipt issued.",0
"Shipment scanned at transit facility.",0
"Travel ticket available for download.",0
"OTP 478165 is confidential and time-bound.",0
"Utility payment deducted from account.",0
"Card transaction completed successfully.",0
"Order fulfillment completed successfully.",0
"FASTag recharge reflected in wallet balance.",0
"OTP 862413 generated for verification process.",0
"Bank account credited through NEFT transfer.",0
"Recharge processed with updated validity.",0
"Payment authorization successful.",0
"Courier partner scheduled delivery for today.",0
"Journey confirmation message issued.",0
"OTP 237518 generated for account validation.",0
"UPI payment settled successfully.",0
"Bill cleared and service remains active.",0
"Order tracking activated after dispatch.",0
"Flight reservation record created successfully.",0
"OTP 794162 generated for sign-in confirmation.",0
"INR 4,750 added to your savings account.",0
"Subscription extended after successful renewal.",0
"Package delivered and acknowledged.",0
"Rail seat allotment confirmed.",0
"OTP 618925 generated for authentication request.",0
"Debit transaction completed successfully.",0
"Recharge activation successful.",0
"Payment request fulfilled successfully.",0
"Shipment expected before end of day.",0
"Bus journey confirmed with seat allocation.",0
"OTP 529714 generated for secure access.",0
"Funds received and posted to account.",0
"Utility recharge completed successfully.",0
"Order moved to out-for-delivery stage.",0
"Flight booking successfully ticketed.",0
"OTP 143892 generated for account login.",0
"UPI transfer recorded successfully.",0
"Parcel handed over after successful delivery.",0
"Account credited and ledger updated.",0
"Recharge renewal completed successfully.",0
"Payment posted and confirmed.",0
"OTP 875431 generated for transaction verification.",0
"Arre suno, aapka KYC 24 ghante me expire ho raha hai, update nahi kiya to account ruk jayega. Link kholo",1
"Namaskar, UPI profile verify nahi hui. Payment receive karne ke liye OTP confirm kare",1
"Dear user, bank account me dikkat mili hai. Verification ke liye click kare",1
"Bijli bill ka record missing hai. Connection bachane ke liye turant payment kare",1
"Aap lucky customer nikle hain. Rs 91,000 prize claim karne ke liye details bheje",1
"PAN update nahi hua. Banking access continue rakhne ke liye form bhare",1
"Aadhaar aur account ka link toot gaya hai. Dubara verify kare",1
"UPI seva kal se band ho sakti hai. Reactivate karne ke liye login kare",1
"Reward amount hold par hai. Claim button dabakar unlock kare",1
"Bank audit me aapka KYC missing mila hai. Abhi complete kare",1
"Electricity department: aaj payment nahi hua to meter disconnect hoga",1
"Cash reward transfer pending hai. OTP submit karke receive kare",1
"UPI handle inactive dikh raha hai. Ownership confirm kare",1
"Account security update zaroori hai. Verification link open kare",1
"Recharge bonus aapke naam reserve hai. Claim kare",1
"PAN verification adhura hai. Service rokne se pehle update kare",1
"Aadhaar validation failed. Dubara authenticate kare",1
"Bank profile restricted mode me chali gayi hai. Unlock kare",1
"UPI transaction rights suspend ho gaye hain. Restore kare",1
"Aapko festive reward mila hai. Amount collect karne ke liye register kare",1
"KYC documents reject hue hain. Naye documents upload kare",1
"Electricity payment status unpaid show ho raha hai. Resolve kare",1
"Bank compliance pending hai. Account safe rakhne ke liye verify kare",1
"UPI PIN validation required. Click karke process complete kare",1
"Prize allocation list me aapka naam aaya hai. Claim now",1
"Recharge cashback release nahi hua. Account confirm kare",1
"Aadhaar update request pending hai. Final step complete kare",1
"PAN card inactive show ho raha hai. Activate kare",1
"Bank account review ke liye OTP enter kare",1
"UPI access revoke hone wala hai. Immediate action le",1
"Bijli board se final notice. Bill clear kare warna supply band hogi",1
"Account ko secure karne ke liye mobile verification zaroori hai",1
"KYC renewal request approve hui hai. Confirmation kare",1
"Reward voucher ko cash me badalne ke liye click kare",1
"UPI registration incomplete hai. Continue karne ke liye verify kare",1
"Aadhaar seeding error detect hua hai. Resolve today",1
"PAN details aur bank details match nahi kar rahi",1
"Account temporary hold par hai. Unlock karne ke liye login kare",1
"Prize disbursement pending hai. Bank details submit kare",1
"Recharge winner list me aap select hue hain",1
"Bank KYC queue me application atka hua hai. Resume kare",1
"UPI wallet deactivate hone wali hai. Activate now",1
"Electricity dues alert level high hai. Payment kare",1
"Aadhaar-bank sync complete nahi hua hai",1
"Reward transfer authorize karne ke liye OTP dale",1
"PAN correction request receive hui hai. Verify kare",1
"Account suspension warning. Verification required",1
"UPI onboarding process adhura hai. Finish kare",1
"Recharge incentive aaj raat expire ho jayega",1
"Bank identity confirmation pending hai",1
"Cash prize release karne ke liye beneficiary confirm kare",1
"KYC status invalid dikh raha hai. Fresh update kare",1
"Electricity account overdue category me hai",1
"Aadhaar compliance complete karna anivarya hai",1
"UPI fraud protection ke liye profile verify kare",1
"PAN revalidation required. Click secure portal",1
"Reward collection window band hone wali hai",1
"Account limit hataane ke liye KYC complete kare",1
"Recharge reward wallet me add karne ke liye verify kare",1
"UPI user confirmation pending hai",1
"Banking profile outdated hai. Refresh details",1
"Prize approval mil gaya hai. Final claim kare",1
"Bijli service closure request generate hui hai",1
"KYC audit me mismatch mila hai",1
"Account access restricted hai. Unlock immediately",1
"Aadhaar verification session incomplete raha",1
"UPI handle owner confirmation required hai",1
"Recharge offer winner notice. Collect reward",1
"Bank risk review me aapka account aaya hai",1
"PAN-Aadhaar sync dobara kare",1
"Reward amount receive karne ke liye login kare",1
"Electricity payment failed show ho raha hai",1
"UPI profile blacklist se remove karne ke liye verify kare",1
"KYC deadline aaj hai. Delay mat kare",1
"Aadhaar mapping remove ho gayi hai. Relink kare",1
"Bank account ko active state me lane ke liye click kare",1
"Prize winner announcement. Registration complete kare",1
"Recharge campaign bonus pending hai",1
"UPI service upgrade ke liye OTP dale",1
"PAN issue detect hua hai. Resolve kare",1
"Account safeguard verification zaroori hai",1
"Electricity board complaint close karne ke liye payment kare",1
"KYC correction form submit kare",1
"Aadhaar document expired record me show ho raha hai",1
"Reward transfer request receive hui hai. Confirm kare",1
"Bank service interruption avoid karne ke liye update kare",1
"UPI account ko secure karne ke liye verification kare",1
"Recharge cashback pending collection me hai",1
"Prize fund reserve kiya gaya hai. Claim kare",1
"PAN verification reopen hua hai",1
"Aadhaar-bank linking final reminder",1
"Bank account freeze remove karne ke liye login kare",1
"UPI restore request pending hai",1
"Electricity bill settlement required hai",1
"KYC recheck complete karne ke liye OTP dale",1
"Reward eligibility verify kare aur cash receive kare",1
"Account verification code: 482913. Do not share with anyone.",0
"INR 1,250 credited to your account. Balance updated.",0
"Recharge successful. Your plan is now active.",0
"UPI payment completed successfully.",0
"Shipment picked up by courier partner.",0
"Railway ticket confirmed. Have a safe journey.",0
"OTP 714628 is valid for 10 minutes.",0
"Salary credited to your registered account.",0
"Card transaction approved successfully.",0
"Electricity bill payment received.",0
"Account balance updated after recent transaction.",0
"Data pack activated successfully.",0
"Payment received for your order.",0
"Package is out for delivery.",0
"Bus booking confirmed.",0
"OTP 582461 generated for verification.",0
"Funds transferred successfully using UPI.",0
"Credit card payment posted successfully.",0
"Order delivered successfully.",0
"FASTag recharge completed.",0
"OTP 391754 is your login code.",0
"Amount debited from your account.",0
"Recharge request processed successfully.",0
"Payment confirmation generated.",0
"Shipment reached local facility.",0
"Flight ticket issued successfully.",0
"OTP 864215 generated for authentication.",0
"Deposit received in your account.",0
"EMI installment processed.",0
"Order packed and dispatched.",0
"Travel reservation confirmed.",0
"OTP 247931 is valid for access.",0
"Cashback credited to your wallet.",0
"Recharge benefits activated.",0
"UPI reference number generated.",0
"Parcel delivered to recipient.",0
"Movie ticket booking confirmed.",0
"OTP 631845 generated successfully.",0
"Wallet top-up completed.",0
"Insurance premium received.",0
"Shipment will arrive tomorrow.",0
"Train seat confirmed.",0
"OTP 715392 generated for security check.",0
"Bank transfer completed.",0
"Recharge completed without interruption.",0
"Payment of INR 849 successful.",0
"Courier delivered successfully.",0
"Hotel reservation confirmed.",0
"OTP 953641 generated for account login.",0
"Account credited successfully.",0
"Loan payment received.",0
"Order handed to delivery partner.",0
"Flight check-in available now.",0
"OTP 528417 is your verification code.",0
"UPI collect request paid.",0
"Wallet load successful.",0
"Package received by customer.",0
"Bus seat allocated successfully.",0
"OTP 372594 generated for validation.",0
"Funds added to your account.",0
"Recharge renewed successfully.",0
"Payment accepted and recorded.",0
"Shipment scanned at transit hub.",0
"Travel ticket ready for download.",0
"OTP 694281 is confidential.",0
"Utility payment completed.",0
"Card purchase successful.",0
"Order fulfillment completed.",0
"FASTag wallet updated.",0
"OTP 418526 generated for sign in.",0
"NEFT credit received.",0
"Recharge validity extended.",0
"Payment authorization approved.",0
"Courier scheduled for delivery today.",0
"Journey details confirmed.",0
"OTP 781354 generated for account access.",0
"UPI transaction settled successfully.",0
"Bill cleared successfully.",0
"Order tracking activated.",0
"Flight reservation processed.",0
"OTP 263918 generated for verification.",0
"Savings account credited.",0
"Subscription renewed successfully.",0
"Package delivery completed.",0
"Rail reservation confirmed.",0
"OTP 845127 generated for authentication.",0
"Debit transaction completed.",0
"Recharge activated successfully.",0
"Payment posted to your account.",0
"Shipment expected by evening.",0
"Bus journey confirmed.",0
"OTP 536291 generated for login.",0
"Funds received successfully.",0
"Utility recharge completed.",0
"Order moved to delivery stage.",0
"Flight booking ticketed successfully.",0
"OTP 972418 is your one-time password.",0
"UPI transfer recorded successfully.",0
"Parcel handed over after delivery.",0
"Account ledger updated with credit.",0
"Recharge renewal processed.",0
"Payment confirmed successfully.",0
"OTP 184763 generated for transaction verification.",0
"KYC pending hai bhai, account band hone se pehle link kholo",1
"UPI ID verify nahi hui, OTP daalke activate karo",1
"Bijli bill due hai, payment nahi kiya to light cut hogi",1
"Rs 55000 prize jeeta, claim karne ke liye click karo",1
"PAN update karo warna bank account restrict ho jayega",1
"Aadhaar link nahi hai, account verify karo",1
"Recharge reward pending hai, abhi claim karo",1
"Bank alert: KYC expire ho gaya, update now",1
"UPI suspend notice, login karke reactivate karo",1
"Cash prize hold par hai, details submit karo",1
"Account freeze hone wala hai, verification complete karo",1
"Electricity disconnect warning, bill pay karo",1
"PAN verification failed, dubara submit karo",1
"Aadhaar authentication error, retry verification",1
"Reward voucher unlock karne ke liye click karo",1
"UPI access blocked, OTP verify karo",1
"Bank compliance pending hai, account update karo",1
"Recharge cashback release ke liye login karo",1
"KYC mismatch detect hua, correct details do",1
"Lottery winner bane ho, amount claim karo",1
"Account security check pending hai",1
"UPI handle deactivate ho raha hai",1
"Bijli board final reminder, payment karo",1
"PAN-Aadhaar sync karo warna service rukegi",1
"Reward cash transfer pending hai",1
"Bank account review me hai, verify now",1
"Recharge bonus available hai, collect karo",1
"Aadhaar seeding incomplete hai",1
"UPI registration incomplete hai",1
"KYC renewal mandatory hai",1
"Prize distribution list me aap select hue",1
"Account unlock karne ke liye link kholo",1
"Banking service suspend ho sakti hai",1
"UPI wallet locked hai",1
"Electricity dues clear karo",1
"PAN correction pending hai",1
"Aadhaar update required hai",1
"Cash reward ready hai",1
"Recharge offer winner ho",1
"Account activation pending hai",1
"UPI service disabled hai",1
"KYC documents invalid hain",1
"Bank alert: verify identity",1
"Prize amount release hone wala hai",1
"Electricity account overdue hai",1
"PAN card inactive hai",1
"Aadhaar-bank link error mila",1
"Recharge incentive claim karo",1
"Account restriction remove karo",1
"UPI verification due hai",1
"KYC deadline aaj hai",1
"Reward pending collection me hai",1
"Bank profile outdated hai",1
"Electricity payment failed dikh raha hai",1
"Prize claim form complete karo",1
"UPI owner confirmation required",1
"Aadhaar validation pending hai",1
"Recharge wallet reward collect karo",1
"Account secure karne ke liye login karo",1
"Bank KYC queue me ho",1
"UPI fraud protection verify karo",1
"Cash bonus approved hai",1
"PAN verification reopen hua hai",1
"Electricity closure notice issue hua",1
"Aadhaar relink karo",1
"Reward eligibility verify karo",1
"Account audit me issue mila",1
"UPI access rights expire ho rahe",1
"KYC correction submit karo",1
"Bank account hold par hai",1
"Prize payout process start karo",1
"Recharge winner notification",1
"Electricity service band ho sakti hai",1
"PAN validation required",1
"Aadhaar verification code confirm karo",1
"UPI profile blacklist me hai",1
"Account recovery ke liye OTP do",1
"KYC record missing hai",1
"Reward transfer authorize karo",1
"Bank security update pending",1
"Recharge cashback expire hone wala",1
"UPI onboarding complete karo",1
"Electricity warning final stage par",1
"PAN details verify karo",1
"Aadhaar compliance zaroori hai",1
"Prize fund reserve hai",1
"Account verification abhi karo",1
"UPI restore request pending",1
"KYC fail hua, dubara karo",1
"Reward redemption window open hai",1
"Bank account deactivate ho sakta hai",1
"Recharge lucky draw reward",1
"Electricity bill unpaid show ho raha",1
"PAN issue detect hua",1
"Aadhaar update session incomplete",1
"UPI limit remove karne ke liye verify karo",1
"Account compliance pending hai",1
"Prize amount confirm karo",1
"KYC verification code 458921. Do not share.",0
"OTP 184752 for login. Valid for 10 minutes.",0
"INR 1250 credited to your account.",0
"Recharge successful. Plan activated.",0
"UPI payment completed successfully.",0
"Your package has been shipped.",0
"Train ticket confirmed successfully.",0
"Salary credited to your account.",0
"Card payment approved.",0
"Electricity bill payment received.",0
"Balance updated after transaction.",0
"Data pack activated successfully.",0
"Payment received for your order.",0
"Courier is out for delivery.",0
"Bus booking confirmed.",0
"OTP 572931 generated for verification.",0
"Funds transferred via UPI.",0
"Credit card payment received.",0
"Order delivered successfully.",0
"FASTag recharge completed.",0
"OTP 693814 is your login code.",0
"Amount debited from account.",0
"Recharge request processed.",0
"Payment confirmation generated.",0
"Shipment reached local hub.",0
"Flight ticket issued.",0
"OTP 841925 generated.",0
"Deposit received in account.",0
"EMI installment processed.",0
"Order packed and dispatched.",0
"Travel reservation confirmed.",0
"OTP 751482 valid for access.",0
"Cashback credited successfully.",0
"Recharge benefits activated.",0
"UPI reference generated.",0
"Parcel delivered to recipient.",0
"Movie ticket booking confirmed.",0
"OTP 315729 generated.",0
"Wallet top-up completed.",0
"Insurance premium received.",0
"Shipment arriving tomorrow.",0
"Train seat confirmed.",0
"OTP 264815 generated.",0
"Bank transfer completed.",0
"Recharge completed successfully.",0
"Payment of INR 849 successful.",0
"Courier delivered successfully.",0
"Hotel reservation confirmed.",0
